,config1,config2,similarity
1927,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00485.POSCAR_all_sites/CONTCAR,-0.04572218284010887
710,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00483.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,-0.04567915201187134
1465,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00478.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,-0.04562969133257866
1950,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,-0.04562380909919739
1953,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,-0.045619603246450424
700,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00483.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,-0.045589596033096313
2120,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00485.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,-0.045589592307806015
1010,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,-0.04551377519965172
2535,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,-0.04550669714808464
2538,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,-0.04550248757004738
3432,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00610.POSCAR_all_sites/CONTCAR,-0.045489270240068436
1455,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00478.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,-0.045473963022232056
3943,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00610.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.04545820131897926
3249,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00380.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,-0.045455530285835266
3428,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00612.POSCAR_all_sites/CONTCAR,-0.0454389862716198
3259,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00380.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.045437391847372055
3972,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00375.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.045424580574035645
3873,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00610.POSCAR_all_sites/CONTCAR,-0.04541979730129242
3905,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00375.POSCAR_all_sites/CONTCAR,-0.04541811719536781
3893,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00612.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.045417141169309616
3678,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00555.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.045409638434648514
3869,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00612.POSCAR_all_sites/CONTCAR,-0.04540824890136719
1608,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,-0.04540185257792473
1009,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,-0.04539625719189644
1676,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,-0.0453885979950428
3672,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00555.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.04538331553339958
951,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,-0.04530462995171547
3800,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00587.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,-0.045295730233192444
3810,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00587.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.04528185725212097
924,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,-0.04525615647435188
3373,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00564.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.04525101184844971
2916,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00572.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.045233339071273804
3367,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00564.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.045212145894765854
1325,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00083.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00457.POSCAR_all_sites/CONTCAR,-0.04519392549991608
2922,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00572.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.045182619243860245
40,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00023.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00242.POSCAR_all_sites/CONTCAR,-0.0443943627178669
1017,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00485.POSCAR_all_sites/CONTCAR,-0.044389668852090836
1469,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00478.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,-0.044303689152002335
714,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00483.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,-0.04429946467280388
3221,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00632.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00160.POSCAR_all_sites/CONTCAR,-0.04429818317294121
687,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00483.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,-0.04429144784808159
2803,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00552.POSCAR_all_sites/CONTCAR,-0.04428756237030029
2666,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00185.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00034.POSCAR_all_sites/CONTCAR,-0.044272009283304214
2124,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00485.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,-0.044262003153562546
3975,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00375.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.04423930123448372
1800,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00556.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00135.POSCAR_all_sites/CONTCAR,-0.044230867177248
2352,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00182.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00038.POSCAR_all_sites/CONTCAR,-0.044215261936187744
3969,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00375.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.044209834188222885
1007,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00478.POSCAR_all_sites/CONTCAR,-0.044173602014780045
3256,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00380.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.044171109795570374
3262,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00380.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.044121380895376205
2904,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00572.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,-0.04412073269486427
3075,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00555.POSCAR_all_sites/CONTCAR,-0.04410834610462189
2762,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00577.POSCAR_all_sites/CONTCAR,-0.044083207845687866
3000,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00466.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,-0.04407799243927002
3355,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00564.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,-0.04407571628689766
2774,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00581.POSCAR_all_sites/CONTCAR,-0.04406460002064705
3263,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00380.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.044061992317438126
3010,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00466.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.04406071826815605
3645,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00375.POSCAR_all_sites/CONTCAR,-0.044056206941604614
350,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00542.POSCAR_all_sites/CONTCAR,-0.044054776430130005
180,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,-0.044054776430130005
3677,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00555.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.044046204537153244
1073,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00581.POSCAR_all_sites/CONTCAR,-0.04400664567947388
3788,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.044005826115608215
3778,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.043999698013067245
3420,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,-0.04397748410701752
3065,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00564.POSCAR_all_sites/CONTCAR,-0.04397459328174591
2469,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00226.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00078.POSCAR_all_sites/CONTCAR,-0.043971288949251175
1061,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00577.POSCAR_all_sites/CONTCAR,-0.04396669566631317
2921,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00572.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.043957483023405075
3236,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00380.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,-0.04394477233290672
3976,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00375.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.04394474998116493
3319,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00513.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,-0.04394328221678734
3088,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00142.POSCAR_all_sites/CONTCAR,-0.04394328221678734
3735,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.04393723979592323
3105,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,-0.04392576590180397
3422,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,-0.043914586305618286
1313,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00083.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00308.POSCAR_all_sites/CONTCAR,-0.043914586305618286
3745,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.0439145602285862
2972,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00466.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,-0.04391176626086235
3108,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,-0.04390159249305725
1082,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00193.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00522.POSCAR_all_sites/CONTCAR,-0.04390159249305725
2236,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00135.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00182.POSCAR_all_sites/CONTCAR,-0.0438990481197834
435,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00542.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,-0.0438990481197834
3155,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00351.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00456.POSCAR_all_sites/CONTCAR,-0.0438990481197834
765,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00453.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00349.POSCAR_all_sites/CONTCAR,-0.0438990481197834
178,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,-0.0438990481197834
2629,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00185.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,-0.0438990481197834
3692,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00552.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00034.POSCAR_all_sites/CONTCAR,-0.0438976027071476
1803,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00556.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00038.POSCAR_all_sites/CONTCAR,-0.043897565454244614
425,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00472.POSCAR_all_sites/CONTCAR,-0.043896835297346115
3924,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00142.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.04389612004160881
2880,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00572.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,-0.04388916864991188
3660,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00555.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,-0.043889161199331284
3372,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00564.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.043889131397008896
266,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00398.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,-0.04386473074555397
352,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00249.POSCAR_all_sites/CONTCAR,-0.04386473074555397
592,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00472.POSCAR_all_sites/CONTCAR,-0.04382928088307381
1023,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00076.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00226.POSCAR_all_sites/CONTCAR,-0.043818358331918716
3336,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00513.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.04379713535308838
83,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00023.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00581.POSCAR_all_sites/CONTCAR,-0.04374497011303902
3456,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00587.POSCAR_all_sites/CONTCAR,-0.04374346509575844
3376,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,-0.04373190179467201
1094,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00193.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00206.POSCAR_all_sites/CONTCAR,-0.04373190179467201
71,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00023.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00577.POSCAR_all_sites/CONTCAR,-0.04372435435652733
3268,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,-0.043723732233047485
3177,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00351.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.04371081665158272
3820,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00142.POSCAR_all_sites/CONTCAR,-0.043709006160497665
3576,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00456.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00300.POSCAR_all_sites/CONTCAR,-0.043709006160497665
2355,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00182.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00596.POSCAR_all_sites/CONTCAR,-0.043709006160497665
264,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00398.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,-0.043709006160497665
519,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00249.POSCAR_all_sites/CONTCAR,-0.043709006160497665
1527,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00413.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00506.POSCAR_all_sites/CONTCAR,-0.043709006160497665
3064,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00513.POSCAR_all_sites/CONTCAR,-0.043709006160497665
3183,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00351.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.04370752349495888
4000,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00160.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.04356116056442261
3980,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00160.POSCAR_all_sites/CONTCAR,-0.043539032340049744
3430,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00142.POSCAR_all_sites/CONTCAR,-0.043272510170936584
454,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00542.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,-0.043264660984277725
209,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,-0.043264660984277725
3920,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00142.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.0432441271841526
3871,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00142.POSCAR_all_sites/CONTCAR,-0.04320485517382622
3322,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00513.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.043132323771715164
